DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
40,9,1,0.8022598870056498,0.7732997481108312,0.7593582887700535,0.8143236074270557,0.7802197802197803,0.7932816537467701,374,377,307,70,90,284,0.7869507323568575,40,11740.14576792717
40,3,1,0.7604938271604939,0.8034682080924855,0.8191489361702128,0.7413333333333333,0.7887323943661972,0.7711511789181692,376,375,278,97,68,308,0.7802929427430093,40,21064.982933282852
40,3,2,0.7918918918918919,0.7637795275590551,0.7650130548302873,0.7907608695652174,0.7782204515272244,0.7770360480640855,383,368,291,77,90,293,0.7776298268974701,39,28424.94531941414
40,7,1,0.8050139275766016,0.7908163265306123,0.7789757412398922,0.8157894736842105,0.7917808219178082,0.8031088082901554,371,380,310,70,82,289,0.7976031957390146,38,49734.22905135155
40,9,2,0.7769028871391076,0.7783783783783784,0.783068783068783,0.7721179624664879,0.7799736495388669,0.7752355316285329,378,373,288,85,82,296,0.7776298268974701,40,53576.94148039818
40,5,1,0.8115183246073299,0.8102981029810298,0.8157894736842105,0.8059299191374663,0.8136482939632546,0.8081081081081082,380,371,299,72,70,310,0.810918774966711,39,66432.41072511673
40,3,3,0.7666666666666667,0.7839335180055401,0.7931034482758621,0.7566844919786097,0.7796610169491527,0.7700680272108844,377,374,283,91,78,299,0.7749667110519307,36,26854.386496543884
40,7,2,0.7723785166240409,0.7861111111111111,0.7968337730870713,0.760752688172043,0.7844155844155843,0.7732240437158471,379,372,283,89,77,302,0.7789613848202397,40,30527.908188819885
40,3,4,0.7548543689320388,0.8053097345132744,0.8249336870026526,0.7299465240641712,0.788339670468948,0.7657784011220196,377,374,273,101,66,311,0.7776298268974701,40,31971.08916425705
40,5,2,0.8070175438596491,0.7628361858190709,0.739946380697051,0.8253968253968254,0.7720279720279721,0.7928843710292248,373,378,312,66,97,276,0.7829560585885486,40,47831.009333610535
40,7,3,0.7732997481108312,0.7966101694915254,0.8100263852242744,0.7580645161290323,0.7912371134020618,0.7768595041322315,379,372,282,90,72,307,0.7842876165113183,39,37169.542417526245
